id,sales
3000888,4.402065911781909
3000889,0.0
3000890,3.771468514921206
3000891,2284.756883791861
3000892,0.47438453074262565
3000893,404.7638942672462
3000894,14.421249311429376
3000895,815.0446498313635
3000896,786.6332619365768
3000897,136.64751936124614
3000898,152.095772541648
3000899,119.74144979601999
3000900,3006.6860939723274
3000901,26.437007336437674
3000902,2.131357986875459
3000903,24.387225359548605
3000904,22.73448628017732
3000905,0.5280690044513577
3000906,165.9741469976151
3000907,12.835532949004037
3000908,25.936909412007232
3000909,10.000194007803698
3000910,90.61023265558873
3000911,6.764452555593043
3000912,286.26405057726924
3000913,162.73646286984732
3000914,6.037472944696364
3000915,8.984208353547656
3000916,320.3776163714048
3000917,73.41863464013755
3000918,3217.5233483169955
3000919,0.2530460162912695
3000920,29.482519046285084
3000921,1.7930819388664347
3000922,-0.37850163318694136
3000923,1.8785888307547582
3000924,1121.2675615593876
3000925,0.0
3000926,76.57699891310111
3000927,3.320474068755141
3000928,638.2458472574954
3000929,291.07940525666334
3000930,222.4586472233508
3000931,29.027988085240697
3000932,17.055364771406477
3000933,2331.146005245763
3000934,4.097945375391652
3000935,0.3048287595669251
3000936,9.17916420700553
3000937,5.629220575410019
3000938,0.04905771008091997
3000939,135.18686399105053
3000940,4.17485232824005
3000941,0.0045440623486091205
3000942,1.5361901369285753
3000943,7.524604924944238
3000944,0.6468264418051088
3000945,155.36945138033133
3000946,156.9329763588526
3000947,1.1195515264063913
3000948,3.363554716221473
3000949,91.60731143164807
3000950,23.67757706489197
3000951,193.59842092072964
3000952,1.9689408114238751
3000953,0.3805594674629642
3000954,7.777188312910194
3000955,0.49852687467878387
3000956,5.743091535147621
3000957,4245.005736811587
3000958,0.0
3000959,608.5778177233861
3000960,11.195927610863794
3000961,1873.4365342854567
3000962,642.9074435172124
3000963,484.3940244398524
3000964,162.7282245863666
3000965,71.38453370154048
3000966,7190.82312662325
3000967,28.701350564637934
3000968,0.6844093603906268
3000969,30.735624086087682
3000970,19.79404479475432
3000971,0.3093013854737883
3000972,476.9544841407398
3000973,11.803311611144611
3000974,3.434781918085007
3000975,11.53922091829716
3000976,39.01710368674151
3000977,2.953840280702372
3000978,631.2939400191822
3000979,428.4043835587337
3000980,2.8189539332947957
3000981,16.375975287645094
3000982,284.6350472198341
3000983,102.20996402358764
3000984,1173.2711533890276
3000985,8.804216728524107
3000986,7.971582025941551
3000987,5.879055109801028
3000988,0.12848757324570437
3000989,1.67116599619193
3000990,1546.0913658633508
3000991,0.0
3000992,167.31911044724998
3000993,11.187193446810465
3000994,923.6668571060743
3000995,422.47047231808233
3000996,227.4134640244881
3000997,58.51801516278948
3000998,31.461714324881203
3000999,2960.657554596099
3001000,8.177248024395837
3001001,1.0000398051592936
3001002,14.128626554148104
3001003,15.981288169703369
3001004,0.32235731183912536
3001005,170.39667662673378
3001006,6.144232000177067
3001007,-0.017841274311861683
3001008,8.394962821722542
3001009,27.321511641994313
3001010,1.1708839827861404
3001011,143.119995238338
3001012,179.1808834829583
3001013,1.6770398171666443
3001014,7.137391509748829
3001015,126.62639299837393
3001016,46.70992022776308
3001017,313.39357888100056
3001018,2.373960639946605
3001019,5.297592822699067
3001020,4.964837864069223
3001021,0.0
3001022,2.8437518584896364
3001023,1298.52548135282
3001024,0.0
3001025,103.67642238116593
3001026,7.116466047319814
3001027,630.1765375519979
3001028,247.45012048869432
3001029,144.594680528881
3001030,38.71787155699573
3001031,19.653778447208985
3001032,2443.6405563937615
3001033,8.54593904003018
3001034,0.2490826162308103
3001035,8.740957739865108
3001036,5.8372308946925004
3001037,0.045620649199479016
3001038,128.08706326523233
3001039,1.8968439587539483
3001040,-0.038139372378147726
3001041,2.817098852438996
3001042,25.517977855290667
3001043,1.0043237224182366
3001044,138.12297040453973
3001045,177.19720028696054
3001046,0.6705909423934919
3001047,5.514102761992782
3001048,50.53531858779131
3001049,28.514615185130435
3001050,166.0807930427134
3001051,1.6284324888509265
3001052,1.5450294062905636
3001053,2.5084935029294404
3001054,-0.03273380120299354
3001055,1.5028418446652851
3001056,1155.6841558108738
3001057,0.0
3001058,91.06541037525184
3001059,7.665234493935619
3001060,931.1289729807171
3001061,290.37770308617223
3001062,199.06239451037652
3001063,13.769938189642918
3001064,19.612857869518997
3001065,2106.14257961572
3001066,4.0923451127974655
3001067,0.3387936783152415
3001068,14.796947467084781
3001069,18.52526554707002
3001070,0.058947683431265
3001071,179.33052215085627
3001072,-0.19800866551983742
3001073,0.0
3001074,1.3518942512180019
3001075,9.538850867683678
3001076,1.7768456769549292
3001077,110.53283439082952
3001078,226.252837784179
3001079,1.092954735628381
3001080,5.899461037050617
3001081,28.421428745094907
3001082,82.38721076112535
3001083,335.8204300920995
3001084,1.9008476273424857
3001085,2.789937064513414
3001086,2.835152582683163
3001087,1.8453268451053568
3001088,3.6169910605338713
3001089,1746.4216165557175
3001090,0.0
3001091,156.23035624018388
3001092,3.850415484631375
3001093,859.1640807006901
3001094,381.9812741321116
3001095,275.71734748566394
3001096,83.09169414541145
3001097,51.410214448521614
3001098,2871.0509331568214
3001099,6.803687543276904
3001100,0.8805636975303794
3001101,-6.526515609963859
3001102,20.006391092372493
3001103,0.13098438868165968
3001104,203.80859710613984
3001105,9.282281456893378
3001106,-0.03645966640842789
3001107,6.841766772298188
3001108,18.88039863920153
3001109,1.9790854406265126
3001110,133.17100176850602
3001111,172.38577780166466
3001112,1.4794236521694726
3001113,5.645364353139169
3001114,106.0605947274661
3001115,50.598202732374396
3001116,599.9973001661361
3001117,1.9595279120336015
3001118,4.612613262823771
3001119,1.700481700585402
3001120,0.017342423861728316
3001121,1.0732567137214497
3001122,1144.5958560122044
3001123,0.0
3001124,111.54745590635923
3001125,4.644561464304635
3001126,899.3930236629482
3001127,207.22857578940437
3001128,112.39023523987568
3001129,120.62329532681855
3001130,19.55383502312433
3001131,1733.1527460184982
3001132,4.774030264493709
3001133,-0.06796512524677617
3001134,8.072037493673395
3001135,9.41379350672852
3001136,0.06996936843099531
3001137,106.82271264488192
3001138,0.0
3001139,-0.0010491299109004803
3001140,2.3295630121947175
3001141,33.41743141794838
3001142,1.0155911201539642
3001143,43.12707216279751
3001144,94.41368220376484
3001145,1.2179630168541817
3001146,3.028398386162561
3001147,54.19983463022729
3001148,29.621185674833256
3001149,449.7804351323655
3001150,5.938300974693464
3001151,-0.22686208155951815
